Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default,Loan_annual
19,17438,48550,577,32,2,8.68,36,0.66,3,2,0,1,1,2,1,0,16183
53,135786,166312,570,50,4,14.18,36,0.39,2,1,1,0,1,0,1,0,55437
31,134880,157969,604,26,4,21.86,36,0.76,1,3,0,0,0,2,0,1,52656
33,142260,216264,766,43,1,9.59,36,0.75,0,1,1,0,0,2,1,1,72088
36,114785,115686,751,50,3,9.08,24,0.51,2,0,1,1,0,2,1,0,57843
51,149571,234684,437,26,1,22.8,24,0.51,0,0,1,0,0,3,1,0,117342
61,56587,11185,656,4,3,20.93,12,0.49,1,3,1,1,0,3,0,0,11185
63,139358,170213,731,102,3,17.4,48,0.76,3,0,0,1,0,3,1,0,42553
23,71953,211551,774,106,2,24.08,12,0.19,3,3,1,1,0,2,0,0,211551
30,44026,171913,731,26,3,19.47,48,0.57,0,3,2,0,1,0,1,1,42978
53,96166,80253,569,8,4,5.99,48,0.82,2,2,1,1,1,0,1,0,20063
39,40192,40577,523,50,1,15.34,36,0.86,3,2,1,1,0,4,1,0,13525
35,62760,107371,645,3,3,24.01,24,0.34,0,2,0,1,0,3,0,1,53685
29,82426,241749,796,44,2,23.79,36,0.17,0,2,0,1,0,3,1,0,80583
69,129968,129686,592,51,4,23.79,36,0.61,2,2,2,0,0,2,1,0,43228
47,97071,234729,363,64,3,16.23,48,0.2,2,2,1,0,0,3,1,0,58682
68,134066,17031,535,77,1,18.85,24,0.47,0,1,2,0,1,4,1,0,8515
57,147072,17402,678,3,1,24.92,12,0.59,1,0,1,0,0,0,0,0,17402
24,99384,213128,403,59,2,7.95,60,0.25,0,0,1,1,0,0,0,0,42625
49,82348,122587,696,66,1,16.83,24,0.79,0,1,2,1,0,0,1,0,61293
65,126608,84685,332,20,4,21.37,60,0.76,1,0,2,0,0,0,0,0,16937
36,142182,245881,448,105,1,13.39,48,0.42,1,0,0,0,0,2,1,0,61470
23,111771,95347,672,107,1,11.06,48,0.66,0,3,0,0,0,1,1,0,23836
37,57894,68513,510,33,1,24.65,12,0.45,1,0,1,1,1,0,1,0,68513
44,39041,82954,408,44,2,21.51,12,0.72,0,1,1,0,1,1,1,0,82954
60,130405,126502,764,107,2,9.25,36,0.32,2,2,2,0,0,3,0,0,42167
54,25151,91983,829,39,4,8.23,12,0.32,3,3,0,0,1,0,1,0,91983
65,72451,211573,630,84,2,8.58,36,0.37,2,2,1,1,0,2,1,0,70524
24,18450,64336,340,0,3,22.95,36,0.38,0,2,2,1,1,1,1,0,21445
22,139793,25287,541,31,2,18.88,60,0.28,0,1,2,1,1,3,1,0,5057
28,141509,223780,717,14,2,16.78,36,0.27,1,1,0,0,0,1,0,1,74593
32,37303,236030,485,106,3,8.98,48,0.27,0,3,0,0,1,4,0,0,59007
20,20224,223942,404,102,4,9.69,36,0.68,1,0,2,0,1,1,0,0,74647
22,137258,235246,554,113,3,3.08,48,0.35,1,2,1,0,1,0,0,0,58811
40,45144,41225,476,76,1,4.28,12,0.33,1,0,2,1,1,3,0,0,41225
54,108028,68350,392,52,3,14.56,48,0.35,2,0,1,1,0,4,0,0,17087
26,29761,76573,669,73,2,4.41,48,0.76,0,3,0,1,1,2,1,1,19143
32,133905,158909,335,116,4,17.44,12,0.36,3,3,0,1,1,4,1,0,158909
20,137405,245587,652,12,4,18.51,24,0.26,1,3,0,0,0,1,0,0,122793
46,139318,183572,529,17,1,3.13,36,0.54,0,3,0,1,1,1,0,0,61190
23,138662,230944,648,13,2,11.31,24,0.33,3,2,1,0,1,2,1,1,115472
34,28401,16942,454,18,2,15.66,60,0.23,0,1,0,1,0,2,0,0,3388
43,103421,47846,469,26,4,16.62,24,0.87,0,1,0,0,0,1,0,0,23923
38,80601,36645,501,40,4,6.38,12,0.33,3,2,1,1,1,3,1,0,36645
25,148837,157803,509,50,4,17.58,60,0.26,0,3,0,1,0,1,0,1,31560
38,17722,227392,636,48,1,9.1,48,0.42,0,3,2,1,1,4,1,0,56848
28,19816,128461,660,49,2,13.8,60,0.74,2,0,2,0,0,2,0,0,25692
55,54528,46713,426,108,2,15.0,12,0.68,1,3,0,0,1,2,1,0,46713
25,47834,223804,792,16,2,6.21,24,0.49,2,0,1,1,1,2,0,0,111902
59,85368,115076,453,83,3,15.38,48,0.87,0,2,0,1,0,1,0,0,28769
41,26277,64228,524,84,4,21.17,12,0.22,2,0,2,1,0,2,0,0,64228
52,15207,149161,310,37,2,11.16,36,0.41,1,2,1,0,1,1,0,0,49720
31,131386,155432,591,45,1,4.73,60,0.13,0,2,2,1,1,1,1,0,31086
31,44529,248679,720,23,1,4.04,12,0.77,1,0,2,1,0,2,1,1,248679
27,53936,16958,357,79,2,23.08,12,0.34,2,3,1,0,0,0,0,0,16958
29,27348,68399,556,38,3,10.75,36,0.58,0,0,0,0,1,2,0,1,22799
55,15552,220992,771,48,2,24.81,12,0.87,0,1,1,0,1,0,1,1,220992
61,118928,107501,552,98,1,15.57,60,0.13,1,3,0,0,1,1,1,0,21500
63,57460,174050,557,41,2,24.88,24,0.22,0,0,2,1,1,3,1,0,87025
51,80878,132292,401,98,1,19.28,36,0.21,3,0,1,0,1,0,0,0,44097
58,93793,48258,321,56,1,23.36,24,0.31,3,2,0,1,0,0,0,0,24129
27,21499,247549,405,103,1,17.64,24,0.85,3,1,0,0,0,3,0,0,123774
34,40950,138663,840,26,1,20.08,60,0.24,1,3,2,0,0,0,0,1,27732
34,142463,189962,656,11,1,16.89,12,0.79,2,0,1,0,0,3,1,0,189962
20,131484,148448,649,77,2,11.77,36,0.31,1,2,1,0,1,1,0,0,49482
48,140561,9755,494,71,1,14.56,48,0.86,1,1,1,0,0,2,0,0,2438
68,143754,240676,549,109,2,7.58,24,0.85,1,1,0,1,0,1,0,0,120338
18,143078,42248,636,104,1,18.15,48,0.14,1,0,0,1,0,3,1,0,10562
29,79316,67619,735,18,2,10.76,24,0.39,1,0,2,0,0,4,0,1,33809
56,131247,95677,764,100,1,14.27,60,0.75,3,0,0,0,0,4,1,0,19135
21,17481,189661,562,72,1,17.06,60,0.21,1,3,0,1,0,1,1,1,37932
59,16648,93631,524,74,4,17.64,24,0.35,3,0,0,1,0,1,0,0,46815
30,130220,7817,413,15,1,6.34,24,0.84,1,2,2,0,0,2,0,0,3908
51,76288,180751,751,110,4,17.09,48,0.61,2,3,1,0,1,3,1,0,45187
59,149131,141536,779,86,2,10.89,36,0.66,3,0,0,1,1,1,0,0,47178
38,84735,44815,814,61,3,17.23,48,0.83,1,3,2,1,1,1,0,1,11203
39,61862,103548,762,14,4,12.12,48,0.81,2,2,2,0,1,4,0,0,25887
21,83255,12441,612,41,2,16.41,12,0.84,1,1,0,1,1,0,1,0,12441
35,107478,139420,588,22,1,6.21,12,0.46,3,0,2,1,1,0,1,0,139420
22,17678,17271,611,76,2,13.33,24,0.34,2,2,2,0,0,2,0,0,8635
36,118987,241664,302,76,4,24.74,36,0.68,2,3,2,0,1,2,1,1,80554
19,82108,71769,814,31,3,12.79,24,0.88,3,2,2,1,0,0,1,0,35884
29,54452,121186,623,43,4,7.24,24,0.72,1,0,2,1,1,0,0,0,60593
34,148617,186912,777,52,1,17.55,36,0.56,3,2,2,1,1,2,1,0,62304
27,99310,157487,776,36,2,11.45,12,0.82,1,0,0,0,0,3,0,0,157487
51,50990,116953,822,6,3,12.07,12,0.22,1,3,1,1,1,0,0,0,116953
23,46136,63330,814,72,3,17.57,60,0.13,1,1,0,0,1,0,1,0,12666
25,84690,64790,420,62,1,18.03,12,0.25,2,3,2,1,0,1,1,1,64790
68,31792,147014,493,115,4,12.31,60,0.39,0,1,2,0,1,1,0,0,29402
28,62973,53731,641,111,1,10.49,48,0.34,0,0,0,0,1,1,1,0,13432
29,72064,142997,327,103,2,5.28,60,0.71,0,1,0,1,0,3,0,0,28599
26,26298,47016,645,73,3,11.33,36,0.71,3,0,0,0,1,2,0,1,15672
19,21784,36747,797,108,1,8.41,36,0.34,2,2,2,1,1,0,1,0,12249
25,55089,7635,324,86,2,11.23,24,0.58,3,2,0,1,1,2,1,0,3817
28,138702,86379,658,63,2,3.24,24,0.33,3,0,2,0,1,3,0,0,43189
53,93089,214044,783,32,1,7.08,60,0.4,3,1,2,0,0,4,0,0,42808
27,142794,14919,425,0,2,21.55,36,0.67,1,0,1,0,1,3,1,0,4973
38,19066,9325,675,99,3,17.32,60,0.11,3,3,0,1,0,2,0,0,1865
37,29480,230548,662,98,3,10.88,36,0.12,0,0,0,1,0,2,0,0,76849
65,146760,191195,619,61,4,7.39,48,0.5,0,0,1,1,0,4,0,1,47798
25,118064,9949,664,3,2,8.88,48,0.7,1,3,0,1,1,0,0,0,2487
53,125684,131063,435,15,1,15.48,12,0.21,0,3,2,0,0,4,0,0,131063
46,64162,111379,656,59,1,22.18,12,0.68,1,3,2,1,1,4,1,0,111379
59,119409,163194,608,63,4,7.58,24,0.83,1,0,2,1,0,1,0,0,81597
29,64073,114505,655,46,4,22.71,36,0.76,0,2,0,0,0,1,0,0,38168
31,135928,117353,816,22,2,4.78,60,0.8,1,3,1,1,0,1,1,0,23470
65,109298,86937,740,3,3,4.36,48,0.55,3,2,2,1,1,1,1,0,21734
67,105766,110405,497,37,4,3.49,24,0.24,0,1,2,0,1,1,0,0,55202
38,104422,31560,616,78,4,23.23,48,0.22,0,2,1,0,1,4,0,0,7890
39,127138,211434,613,7,3,21.76,12,0.87,3,3,0,0,1,2,0,0,211434
38,49403,139923,790,33,4,3.95,48,0.45,0,0,1,1,1,4,1,1,34980
61,141817,90431,581,42,4,19.13,24,0.63,0,3,0,1,1,4,0,0,45215
67,48836,7901,751,96,4,16.0,36,0.76,0,3,2,0,0,4,0,0,2633
47,59608,174768,776,10,3,6.69,36,0.55,2,0,0,0,1,3,1,0,58256
56,72086,155233,710,100,4,19.79,12,0.61,2,0,1,1,1,3,1,0,155233
37,125248,54345,653,18,4,13.91,24,0.17,2,1,2,1,0,1,1,0,27172
41,55408,73377,405,97,1,18.24,36,0.59,3,2,0,0,1,2,0,0,24459
40,137185,235661,705,8,2,8.29,60,0.65,3,3,1,1,1,0,0,1,47132
24,22905,177897,495,40,1,10.98,48,0.43,2,3,2,1,1,3,0,1,44474
26,130850,117917,727,43,4,4.02,12,0.58,1,3,1,0,1,0,0,0,117917
18,32635,123583,333,88,2,7.36,12,0.4,1,1,1,0,0,4,0,0,123583
43,124646,28309,399,52,3,24.69,48,0.64,3,1,1,1,0,0,0,0,7077
55,90706,33057,395,94,1,22.04,48,0.81,0,2,2,0,0,3,0,0,8264
55,112761,216112,388,38,3,9.93,36,0.23,1,1,0,1,1,2,0,0,72037
61,35173,97859,436,100,2,20.06,36,0.38,3,0,1,0,0,2,1,0,32619
39,115015,52837,767,10,4,5.8,36,0.11,3,0,0,0,0,4,0,0,17612
61,18689,244450,624,46,2,2.06,36,0.86,3,1,2,1,1,4,0,0,81483
27,129717,100680,494,42,4,6.82,36,0.3,0,2,0,1,1,1,0,1,33560
23,63848,114608,397,9,1,18.34,60,0.63,0,1,1,1,1,2,1,0,22921
34,117696,240709,380,72,3,4.83,36,0.81,3,3,0,1,0,4,0,0,80236
68,133799,128623,590,17,3,2.72,12,0.74,3,1,2,1,1,3,1,0,128623
67,85368,25168,662,20,3,9.42,60,0.11,3,3,1,1,1,4,0,0,5033
55,90260,132807,471,47,4,12.2,60,0.72,2,2,0,1,0,0,0,0,26561
41,45318,39107,303,60,4,15.56,24,0.15,3,1,1,1,0,3,1,0,19553
68,107197,52607,660,11,4,11.96,24,0.23,3,1,0,0,0,1,1,0,26303
27,62218,242119,783,25,2,5.52,36,0.67,2,2,0,1,0,3,0,0,80706
25,54665,25736,447,78,2,7.29,48,0.4,1,1,2,0,1,1,0,0,6434
38,74495,239818,493,119,2,16.11,12,0.76,3,0,1,0,0,4,1,1,239818
23,43345,221856,304,43,3,17.02,36,0.68,1,3,1,1,1,1,0,1,73952
38,142644,234569,361,103,3,11.27,24,0.12,2,0,1,0,1,3,0,0,117284
56,108771,236962,755,53,2,15.46,48,0.55,1,1,0,1,1,3,1,0,59240
41,136448,90718,399,29,2,10.58,36,0.14,2,0,0,1,1,4,1,0,30239
50,22377,210900,457,90,1,11.71,24,0.13,0,2,2,1,0,2,0,0,105450
35,101071,153953,828,29,4,10.64,36,0.25,0,3,2,0,0,4,0,0,51317
45,129484,42560,738,73,4,5.54,12,0.23,2,2,2,1,1,4,0,0,42560
69,125132,243262,383,32,3,24.9,24,0.14,2,1,0,0,1,3,1,0,121631
49,94188,21021,534,113,2,13.06,48,0.23,2,3,1,1,0,2,1,0,5255
29,16419,22048,489,101,4,5.02,36,0.1,3,2,0,0,0,2,0,0,7349
65,147466,111702,605,7,3,21.0,60,0.39,1,3,2,0,0,1,0,0,22340
59,37003,191268,673,91,3,10.08,36,0.34,2,1,0,1,0,2,0,0,63756
44,143196,129341,326,60,3,3.49,36,0.46,3,2,2,1,0,3,1,0,43113
27,90636,21291,642,76,4,12.46,12,0.67,2,2,2,1,1,4,0,0,21291
63,131850,224015,603,95,4,23.1,12,0.67,1,3,1,0,1,3,0,0,224015
69,128337,240355,531,9,1,20.14,48,0.63,1,0,2,0,0,1,1,0,60088
59,128387,34781,523,61,3,4.52,12,0.3,1,3,2,0,1,2,0,0,34781
49,70310,86307,782,82,2,21.29,48,0.16,0,3,2,1,1,1,0,0,21576
59,33680,125607,442,98,1,6.23,36,0.88,2,2,2,1,0,0,0,0,41869
43,127893,106523,373,37,3,12.59,48,0.49,3,2,2,0,0,2,1,0,26630
42,92418,37765,318,25,3,4.05,60,0.61,0,3,1,0,1,0,0,0,7553
28,113451,47942,403,92,3,3.82,36,0.88,0,1,0,0,1,1,1,0,15980
40,111877,36882,308,34,2,8.48,60,0.24,2,1,1,0,1,1,0,0,7376
51,140693,40412,525,84,3,14.48,36,0.76,2,3,0,1,0,1,1,0,13470
69,132489,24301,663,53,1,11.12,36,0.45,2,1,1,1,0,0,0,0,8100
57,141777,83511,451,28,4,13.68,36,0.33,3,3,1,1,0,1,1,0,27837
40,35128,221480,810,55,4,9.42,48,0.89,3,2,1,1,0,1,1,0,55370
46,26674,37759,362,52,1,20.57,12,0.67,3,3,1,0,0,2,0,0,37759
48,100805,184492,630,20,4,19.52,24,0.71,2,2,0,0,0,0,0,0,92246
24,34274,41627,598,37,3,19.17,24,0.36,0,2,0,0,0,2,1,0,20813
57,105072,132359,477,101,2,4.43,12,0.42,3,1,2,0,0,1,0,1,132359
50,62201,90557,417,81,4,19.06,24,0.77,3,3,2,0,0,2,1,0,45278
38,38212,104273,530,33,1,7.91,36,0.73,0,3,0,0,0,0,0,0,34757
19,57410,244936,655,95,1,2.36,36,0.28,1,0,2,0,0,4,0,0,81645
35,30981,34026,823,13,2,24.0,24,0.67,3,0,0,1,0,4,1,1,17013
64,76853,94627,756,56,2,9.93,24,0.58,0,3,1,0,0,2,0,0,47313
50,74084,218959,606,21,4,7.49,36,0.47,1,3,1,0,0,0,0,0,72986
54,60936,28783,647,62,1,23.4,24,0.17,2,2,2,0,0,1,0,0,14391
51,129700,200804,400,71,4,5.86,48,0.65,1,0,2,1,0,3,0,0,50201
37,145734,242301,729,97,1,7.97,12,0.26,2,3,2,1,0,3,1,0,242301
52,100392,50074,487,69,1,23.28,36,0.7,0,3,0,1,0,4,0,0,16691
68,86499,90053,370,24,4,6.08,24,0.54,3,2,2,1,0,0,1,0,45026
67,95631,48294,701,66,4,13.43,24,0.48,2,0,2,1,0,3,0,0,24147
35,109089,10830,770,26,2,14.04,24,0.13,3,0,0,0,1,4,1,0,5415
63,34461,74471,814,52,3,17.55,24,0.56,1,2,1,1,0,2,1,0,37235
41,88417,75016,461,85,1,20.0,60,0.21,1,1,2,1,1,4,1,0,15003
25,115790,228617,597,1,1,9.27,48,0.12,1,1,2,0,1,3,1,0,57154
47,144461,221302,623,35,4,14.41,12,0.46,3,3,1,0,0,2,0,0,221302
61,77933,191836,787,49,3,6.04,60,0.68,3,2,0,1,0,0,1,0,38367
27,128528,161539,432,28,4,22.89,24,0.28,3,1,0,0,0,0,0,0,80769
40,142941,175461,836,90,2,14.2,60,0.58,3,2,0,1,0,2,0,0,35092
69,108223,144141,325,61,4,9.84,60,0.6,2,0,1,0,1,2,0,0,28828
66,33301,60901,779,91,2,10.86,60,0.62,0,2,0,0,0,1,0,0,12180
28,80954,233796,305,108,2,16.09,12,0.25,1,1,2,0,1,3,0,1,233796
19,119380,227743,711,20,1,18.58,24,0.28,2,3,0,0,0,1,0,1,113871
43,73723,8150,617,116,3,9.74,48,0.73,0,2,0,0,0,3,1,0,2037
53,50181,227704,816,63,3,2.29,12,0.83,1,2,2,0,1,2,1,0,227704
50,21820,142465,474,28,4,21.07,12,0.6,2,2,1,1,0,2,1,0,142465
64,26148,232587,469,43,3,13.98,60,0.56,1,0,0,0,0,4,1,0,46517
30,139620,136390,513,17,4,15.42,60,0.53,3,1,2,0,1,2,1,0,27278
57,74469,104314,373,84,2,7.79,48,0.14,0,0,2,1,0,2,0,0,26078
42,90440,168249,604,59,4,15.6,24,0.4,3,1,1,0,0,3,0,0,84124
21,75405,54387,480,98,2,2.49,60,0.69,2,2,0,0,0,4,1,0,10877
59,62649,56315,607,26,3,18.22,48,0.82,1,2,1,0,1,0,1,0,14078
36,111519,49270,703,23,2,9.53,48,0.35,2,0,1,1,1,4,0,0,12317
35,138426,126784,302,77,1,5.6,36,0.66,2,3,0,0,0,0,1,0,42261
54,21945,124093,699,31,4,7.28,48,0.39,3,0,1,1,0,4,0,0,31023
47,71380,212925,606,112,1,18.96,48,0.49,2,0,2,0,1,4,0,0,53231
36,18106,189951,618,32,1,13.8,48,0.64,3,2,2,0,1,2,0,0,47487
40,75631,166775,643,58,3,6.6,12,0.55,2,3,0,1,0,0,0,0,166775
33,121147,187852,841,92,1,11.91,24,0.39,1,0,0,0,0,3,0,1,93926
18,35242,85918,495,22,1,6.44,60,0.3,2,0,0,1,1,3,1,0,17183
29,62999,73006,397,83,3,22.24,24,0.46,1,0,0,1,0,2,1,0,36503
41,148389,178160,513,14,3,11.65,24,0.33,3,1,0,0,1,2,1,0,89080
51,134465,10592,748,66,3,2.83,60,0.4,2,3,2,1,0,0,1,0,2118
25,76864,175855,515,104,4,21.65,48,0.72,2,2,0,1,0,1,0,1,43963
35,16897,175671,600,66,2,12.93,48,0.68,1,2,0,0,0,1,0,1,43917
65,22114,55869,448,114,4,21.47,48,0.32,1,3,0,1,1,3,1,0,13967
22,132757,75555,520,6,1,24.56,12,0.4,2,2,2,0,0,2,1,0,75555
43,108100,117689,563,84,1,6.32,48,0.35,2,0,1,0,0,2,0,0,29422
47,46838,122851,821,112,4,9.04,60,0.51,2,3,2,1,0,1,1,0,24570
30,121646,72636,681,17,2,21.26,12,0.13,0,2,1,1,0,1,0,0,72636
36,40930,200543,702,30,3,8.21,36,0.22,2,0,2,1,1,3,1,0,66847
46,128666,237438,359,59,1,22.18,24,0.38,3,3,0,0,1,1,1,1,118719
20,123162,106936,537,85,3,15.18,36,0.57,3,1,1,1,0,0,0,0,35645
43,55930,35053,492,1,1,2.88,24,0.54,3,2,1,0,1,4,0,0,17526
57,67846,227379,509,42,4,16.4,48,0.5,2,3,1,1,1,2,1,0,56844
29,126105,213776,630,81,1,20.68,12,0.22,1,2,1,1,0,0,0,0,213776
19,79549,153368,839,20,1,8.35,60,0.18,3,3,0,0,1,1,0,0,30673
28,18107,202280,754,14,3,3.74,36,0.51,3,3,1,0,1,0,0,0,67426
61,31142,15311,691,0,3,20.41,48,0.62,3,0,0,0,0,1,0,1,3827
45,45654,193286,605,56,2,8.66,36,0.32,2,0,2,1,0,1,1,0,64428
35,29749,137902,571,26,2,9.6,24,0.17,3,1,1,1,1,1,1,1,68951
30,68103,51635,384,89,4,23.07,60,0.89,1,0,2,0,0,2,1,0,10327
54,119908,51686,330,2,2,24.5,60,0.3,3,2,2,1,1,1,0,0,10337
39,68124,92186,475,106,2,14.74,12,0.81,3,2,0,0,1,4,1,0,92186
29,29411,65359,619,102,1,21.0,48,0.66,0,3,2,0,0,1,1,0,16339
19,31837,248668,827,67,1,11.39,36,0.69,0,1,0,0,0,4,1,1,82889
54,66809,140765,432,88,1,2.31,48,0.38,2,1,2,1,0,4,1,0,35191
24,63705,122672,551,18,4,12.24,36,0.75,1,1,1,1,0,2,1,0,40890
43,21455,184452,480,74,1,11.35,48,0.22,3,0,2,1,0,0,1,0,46113
43,100841,77148,414,55,1,8.54,48,0.52,3,0,1,1,1,4,1,0,19287
41,82530,202044,333,65,4,11.88,36,0.46,0,3,2,1,1,3,1,1,67348
29,103411,216624,760,18,4,4.2,36,0.44,1,0,2,0,0,4,0,0,72208
33,16689,133310,553,75,2,12.99,60,0.4,3,0,1,1,0,2,0,1,26662
40,26446,128993,790,119,2,16.99,48,0.3,0,2,0,1,1,3,0,0,32248
57,139474,97271,694,53,3,2.86,48,0.9,0,1,1,0,1,1,0,0,24317
26,83008,17972,615,66,2,16.47,36,0.83,3,3,2,0,0,2,1,0,5990
49,44444,71056,641,61,3,7.87,12,0.21,0,3,0,0,0,0,1,0,71056
32,21015,60312,779,114,2,16.78,12,0.42,0,0,1,1,1,2,0,0,60312
54,70290,248236,436,53,1,7.86,24,0.77,0,2,2,0,1,4,1,0,124118
30,128169,62036,840,30,2,7.55,12,0.35,3,0,0,1,1,3,1,0,62036
22,24920,78353,577,83,4,4.64,60,0.55,1,1,2,1,1,2,1,0,15670
28,145366,232268,696,51,4,9.68,60,0.63,2,1,0,1,0,4,0,0,46453
27,71631,126970,792,106,1,4.42,12,0.67,3,3,1,0,1,4,1,0,126970
69,30134,134482,570,41,4,22.06,60,0.76,2,0,1,1,1,2,0,0,26896
30,111650,123443,313,112,2,10.0,36,0.73,3,1,2,1,0,2,0,0,41147
58,39100,111469,810,38,1,16.61,60,0.64,2,3,1,0,0,3,1,0,22293
63,70437,70639,814,2,4,24.99,24,0.8,0,2,2,0,0,2,1,0,35319
67,64800,226263,394,82,1,4.37,60,0.85,1,3,1,0,0,0,1,0,45252
32,62041,151470,590,38,2,13.74,12,0.58,3,2,0,0,0,3,0,0,151470
59,108834,47460,485,35,1,12.88,36,0.5,1,1,0,0,0,2,0,0,15820
24,123418,217601,771,22,1,3.4,60,0.6,1,3,2,0,1,4,1,0,43520
57,91968,84569,615,97,1,3.87,12,0.73,3,1,1,0,0,1,1,0,84569
45,146948,55372,836,35,1,23.92,48,0.79,3,3,2,1,0,4,0,0,13843
49,122763,39765,539,21,3,14.46,36,0.54,2,2,2,0,0,3,1,1,13255
52,77862,137605,722,29,4,15.2,12,0.52,2,3,1,1,1,3,0,0,137605
32,53331,130436,714,27,4,11.29,48,0.81,2,0,2,0,1,0,0,0,32609
65,38203,69111,474,42,2,19.72,12,0.41,0,3,1,1,0,2,0,0,69111
53,41167,57796,792,24,4,24.34,48,0.12,2,2,1,0,0,3,0,0,14449
38,98627,130471,688,18,2,21.47,48,0.81,3,1,2,1,0,4,1,0,32617
23,69478,33473,320,98,2,22.64,24,0.34,2,1,2,0,0,3,1,0,16736
18,74378,27637,300,37,2,16.11,36,0.22,1,3,1,0,0,0,1,1,9212
21,81477,204408,502,64,2,16.63,12,0.31,3,0,1,0,0,2,0,0,204408
28,39752,127369,530,36,1,6.7,60,0.24,0,2,2,0,0,2,0,0,25473
61,115989,84591,684,111,3,17.12,12,0.61,0,0,0,0,0,1,1,0,84591
43,22676,105392,519,46,3,20.79,48,0.19,3,2,0,1,0,4,1,0,26348
54,92840,239630,380,29,1,22.34,12,0.21,1,1,2,0,0,3,0,0,239630
40,35600,27922,497,59,3,18.8,24,0.29,0,1,1,1,1,2,1,0,13961
46,94546,28882,354,80,4,21.93,36,0.43,2,2,2,0,1,2,0,0,9627
38,101827,134966,415,89,1,12.89,24,0.4,1,1,2,1,1,1,1,0,67483
65,58356,206747,517,79,4,21.54,48,0.55,3,2,2,0,0,1,1,0,51686
62,23729,68768,339,41,3,3.04,12,0.7,2,1,0,1,1,4,0,0,68768
62,106995,39136,692,36,3,24.82,60,0.88,1,1,2,1,0,0,0,0,7827
66,132777,39382,340,38,4,18.01,60,0.41,3,2,1,1,1,0,0,0,7876
44,28678,140351,740,36,1,8.58,12,0.6,3,0,2,0,1,3,0,0,140351
56,142613,128599,664,64,1,17.91,48,0.16,2,0,0,0,0,4,1,0,32149
57,106716,167310,705,43,3,20.74,12,0.25,3,0,1,0,0,3,0,1,167310
30,58967,176565,686,49,2,20.18,24,0.76,1,2,2,0,0,3,1,0,88282
40,136110,36657,649,37,2,4.18,12,0.76,0,0,1,0,0,3,1,0,36657
33,61868,117969,527,87,3,9.12,48,0.78,1,1,2,1,0,0,0,0,29492
47,63937,36255,425,61,1,20.73,60,0.76,3,0,0,1,1,3,0,0,7251
21,20131,104810,751,48,2,5.39,48,0.13,0,3,2,1,1,0,0,0,26202
57,103158,219067,399,39,2,10.01,36,0.63,3,0,2,1,1,1,0,0,73022
33,130660,26615,780,3,2,21.94,24,0.63,1,1,0,1,1,1,1,0,13307
48,47622,66454,499,83,3,16.97,36,0.44,3,0,2,1,0,1,1,0,22151
59,86293,87328,708,16,2,22.6,48,0.47,0,3,2,0,0,4,0,0,21832
42,100858,219129,716,86,1,11.29,60,0.84,2,3,1,1,1,4,0,0,43825
61,83695,28732,823,25,2,16.68,36,0.83,0,1,2,0,0,3,1,0,9577
29,146788,201267,672,53,3,3.16,36,0.84,1,0,2,0,1,4,0,0,67089
43,147632,75499,684,0,1,11.59,60,0.44,2,2,0,1,0,3,0,0,15099
54,33072,245082,663,81,2,2.24,48,0.57,2,0,0,0,0,4,0,0,61270
65,145937,104453,621,4,3,8.59,24,0.82,1,0,1,1,1,4,1,0,52226
50,30035,92994,714,62,4,6.62,24,0.67,1,2,2,0,1,2,1,0,46497
45,129303,103731,573,39,2,12.57,36,0.8,2,1,0,0,1,3,0,0,34577
26,115020,33917,380,75,2,5.32,36,0.87,1,2,1,0,0,3,0,0,11305
29,92791,39839,376,72,4,2.68,48,0.57,3,2,1,0,1,2,1,0,9959
22,63406,60960,677,60,1,17.0,12,0.53,0,2,2,0,1,3,1,0,60960
69,53788,35084,321,91,4,17.22,48,0.2,1,0,1,1,1,0,0,0,8771
45,77980,153588,765,29,1,17.47,60,0.49,1,2,1,1,0,0,1,1,30717
52,33079,202411,533,42,3,9.0,36,0.22,0,3,0,0,0,2,1,0,67470
22,108842,147613,520,80,4,6.93,60,0.72,0,0,2,0,0,0,0,0,29522
51,41449,119421,386,90,4,24.24,60,0.86,0,3,0,1,0,3,1,0,23884
63,35098,145452,684,82,1,3.18,12,0.66,3,1,0,1,1,3,0,0,145452
51,78546,234072,710,98,2,7.0,24,0.76,3,2,2,0,1,2,0,0,117036
30,129114,193758,345,103,1,3.99,48,0.34,2,1,2,0,1,0,0,0,48439
56,109867,207335,791,35,2,8.21,24,0.87,1,1,1,1,1,0,0,0,103667
59,44394,225884,684,6,2,5.38,48,0.46,0,3,2,1,0,2,0,0,56471
62,142426,52983,563,115,3,22.24,36,0.61,3,1,1,1,0,0,0,0,17661
65,72512,172187,329,25,1,16.77,60,0.64,2,0,0,1,1,2,0,0,34437
31,126866,119369,770,31,3,6.56,36,0.59,3,1,1,0,0,3,0,0,39789
28,145670,146565,342,80,1,20.86,12,0.8,0,3,2,0,1,4,1,0,146565
59,126253,150264,617,111,4,21.46,12,0.46,0,3,1,1,0,2,1,0,150264
55,59367,113395,316,56,2,6.51,48,0.56,1,1,1,1,0,0,0,0,28348
